name,price,description,imageUrl,quantity,category,sku,available,discount
ProductB,149.02,Popular item,http://example.com/productb.jpg,52.0,Books,SKU0574,True,0.13
ProductB,149.02,Popular item,http://example.com/productb.jpg,52.0,Books,SKU0574,True,0.13
ProductE,321.57,Popular item,http://example.com/producte.jpg,9.0,Electronics,SKU0575,True,0.26
ProductA,315.97,Eco-friendly,http://example.com/producta.jpg,15.0,Sports,SKU0576,True,0.22
ProductC,493.97,Eco-friendly,http://example.com/productc.jpg,53.0,Books,SKU0577,True,0.39
ProductE,207.2,Eco-friendly,http://example.com/producte.jpg,97.0,Books,SKU0578,False,0.04
ProductA,253.21,High quality,http://example.com/producta.jpg,98.0,Electronics,SKU0579,True,0.18
ProductA,221.19,High quality,http://example.com/producta.jpg,77.0,Clothing,SKU0580,False,0.41
ProductE,266.53,High quality,http://example.com/producte.jpg,83.0,Clothing,SKU0581,False,0.3
ProductD,474.88,Durable,http://example.com/productd.jpg,95.0,Electronics,SKU0582,False,0.24
ProductB,465.19,Limited edition,http://example.com/productb.jpg,52.0,Home,SKU0583,False,0.21
ProductE,363.72,High quality,http://example.com/producte.jpg,80.0,Sports,SKU0584,False,0.36
ProductE,363.72,High quality,http://example.com/producte.jpg,80.0,Sports,SKU0584,False,0.36
ProductB,19.8,Durable,http://example.com/productb.jpg,85.0,Books,SKU0585,False,0.24
ProductB,19.8,Durable,http://example.com/productb.jpg,85.0,Books,SKU0585,False,0.24
ProductE,132.16,Eco-friendly,http://example.com/producte.jpg,24.0,Clothing,SKU0586,False,0.1
ProductC,205.65,Eco-friendly,http://example.com/productc.jpg,7.0,Home,SKU0587,True,0.12
ProductC,205.65,Eco-friendly,http://example.com/productc.jpg,7.0,Home,SKU0587,True,0.12
ProductC,31.41,Eco-friendly,http://example.com/productc.jpg,49.0,Electronics,SKU0588,True,0.35
ProductC,31.41,Eco-friendly,http://example.com/productc.jpg,49.0,Electronics,SKU0588,True,0.35
ProductA,229.79,Popular item,http://example.com/producta.jpg,51.0,Home,SKU0589,False,0.49
ProductD,78.09,Limited edition,http://example.com/productd.jpg,88.0,Clothing,SKU0590,True,0.38
ProductA,160.54,High quality,http://example.com/producta.jpg,11.0,Books,SKU0591,True,0.37
ProductC,174.12,Popular item,http://example.com/productc.jpg,11.0,Books,SKU0592,False,0.41
ProductB,327.86,Durable,http://example.com/productb.jpg,70.0,Home,SKU0593,True,0.12
ProductD,334.95,Popular item,http://example.com/productd.jpg,14.0,Sports,SKU0594,False,0.23
ProductB,287.17,Eco-friendly,http://example.com/productb.jpg,8.0,Electronics,SKU0595,True,0.22
ProductC,259.45,Durable,http://example.com/productc.jpg,97.0,Clothing,SKU0596,True,0.12
ProductE,155.45,Popular item,http://example.com/producte.jpg,76.0,Clothing,SKU0597,True,0.22
ProductE,115.56,Eco-friendly,http://example.com/producte.jpg,49.0,Electronics,SKU0598,False,0.44
ProductA,77.55,Popular item,http://example.com/producta.jpg,77.0,Clothing,SKU0599,False,0.25
ProductE,113.76,Limited edition,http://example.com/producte.jpg,74.0,Books,SKU0600,True,0.07
ProductC,32.56,Limited edition,http://example.com/productc.jpg,4.0,Electronics,SKU0601,False,0.35
ProductD,341.99,Durable,http://example.com/productd.jpg,21.0,Books,SKU0602,False,0.04
ProductD,341.99,Durable,http://example.com/productd.jpg,21.0,Books,SKU0602,False,0.04
ProductC,167.91,Durable,http://example.com/productc.jpg,61.0,Electronics,SKU0603,False,0.28
ProductD,150.66,Limited edition,http://example.com/productd.jpg,3.0,Electronics,SKU0604,False,0.06
ProductC,284.93,Limited edition,http://example.com/productc.jpg,88.0,Clothing,SKU0605,True,0.22
ProductA,95.63,High quality,http://example.com/producta.jpg,50.0,Clothing,SKU0606,True,0.21
ProductB,77.36,Durable,http://example.com/productb.jpg,76.0,Sports,SKU0607,False,0.12
ProductC,451.45,High quality,http://example.com/productc.jpg,53.0,Sports,SKU0608,False,0.42
ProductC,421.13,Durable,http://example.com/productc.jpg,12.0,Home,SKU0609,True,0.34
ProductC,421.13,Durable,http://example.com/productc.jpg,12.0,Home,SKU0609,True,0.34
ProductE,292.53,Eco-friendly,http://example.com/producte.jpg,66.0,Home,SKU0610,False,0.2
ProductD,278.21,High quality,http://example.com/productd.jpg,44.0,Books,SKU0611,False,0.06
ProductD,278.21,High quality,http://example.com/productd.jpg,44.0,Books,SKU0611,False,0.06
ProductB,147.38,Eco-friendly,http://example.com/productb.jpg,100.0,Clothing,SKU0612,False,0.24
ProductE,343.95,Popular item,http://example.com/producte.jpg,26.0,Books,SKU0613,False,0.3
ProductE,257.62,High quality,http://example.com/producte.jpg,2.0,Sports,SKU0614,True,0.09
,,,,,,,,
ProductA,35.4,Durable,http://example.com/producta.jpg,57.0,Electronics,SKU0616,True,0.23
ProductC,276.45,Popular item,http://example.com/productc.jpg,88.0,Home,SKU0617,True,0.27
ProductC,258.25,High quality,http://example.com/productc.jpg,48.0,Books,SKU0618,False,0.13
ProductC,258.25,High quality,http://example.com/productc.jpg,48.0,Books,SKU0618,False,0.13
,,,,,,,,
ProductE,426.27,High quality,http://example.com/producte.jpg,64.0,Home,SKU0620,False,0.14
ProductE,426.27,High quality,http://example.com/producte.jpg,64.0,Home,SKU0620,False,0.14
,,,,,,,,
ProductE,413.74,Eco-friendly,http://example.com/producte.jpg,75.0,Electronics,SKU0622,True,0.11
ProductB,191.31,Popular item,http://example.com/productb.jpg,37.0,Home,SKU0623,True,0.49
ProductA,166.36,Popular item,http://example.com/producta.jpg,59.0,Clothing,SKU0624,True,0.14
ProductB,415.82,High quality,http://example.com/productb.jpg,63.0,Electronics,SKU0625,False,0.35
ProductB,319.08,Durable,http://example.com/productb.jpg,56.0,Home,SKU0626,True,0.45
ProductE,350.09,Popular item,http://example.com/producte.jpg,88.0,Electronics,SKU0627,False,0.08
ProductB,223.79,Limited edition,http://example.com/productb.jpg,83.0,Sports,SKU0628,False,0.48
ProductB,454.56,Eco-friendly,http://example.com/productb.jpg,21.0,Electronics,SKU0629,False,0.04
ProductA,336.95,Durable,http://example.com/producta.jpg,31.0,Sports,SKU0630,True,0.1
ProductB,260.79,Eco-friendly,http://example.com/productb.jpg,7.0,Electronics,SKU0631,True,0.07
ProductE,478.21,High quality,http://example.com/producte.jpg,62.0,Electronics,SKU0632,False,0.04
ProductB,311.51,Popular item,http://example.com/productb.jpg,99.0,Electronics,SKU0633,True,0.23
ProductA,186.28,Popular item,http://example.com/producta.jpg,82.0,Electronics,SKU0634,False,0.1
ProductC,223.58,Popular item,http://example.com/productc.jpg,78.0,Electronics,SKU0635,False,0.36
,,,,,,,,
ProductB,475.17,Eco-friendly,http://example.com/productb.jpg,67.0,Books,SKU0637,True,0.39
ProductC,298.82,Popular item,http://example.com/productc.jpg,36.0,Electronics,SKU0638,False,0.04
ProductB,182.73,Popular item,http://example.com/productb.jpg,73.0,Home,SKU0639,True,0.31
ProductB,182.73,Popular item,http://example.com/productb.jpg,73.0,Home,SKU0639,True,0.31
ProductB,390.04,High quality,http://example.com/productb.jpg,12.0,Books,SKU0640,True,0.1
ProductC,285.4,Limited edition,http://example.com/productc.jpg,81.0,Sports,SKU0641,False,0.15
ProductB,27.83,High quality,http://example.com/productb.jpg,91.0,Books,SKU0642,True,0.25
ProductA,454.29,Limited edition,http://example.com/producta.jpg,21.0,Sports,SKU0643,False,0.07
ProductE,429.82,Popular item,http://example.com/producte.jpg,62.0,Electronics,SKU0644,True,0.41
ProductD,450.31,Limited edition,http://example.com/productd.jpg,52.0,Sports,SKU0645,True,0.16
ProductC,155.09,High quality,http://example.com/productc.jpg,30.0,Sports,SKU0646,False,0.35
ProductB,458.6,Limited edition,http://example.com/productb.jpg,67.0,Clothing,SKU0647,True,0.16
ProductE,38.76,Eco-friendly,http://example.com/producte.jpg,19.0,Books,SKU0648,True,0.45
ProductC,149.05,High quality,http://example.com/productc.jpg,80.0,Sports,SKU0649,True,0.01
ProductD,76.73,Durable,http://example.com/productd.jpg,62.0,Sports,SKU0650,True,0.01
ProductE,426.2,Eco-friendly,http://example.com/producte.jpg,45.0,Books,SKU0651,True,0.24
ProductB,150.82,Durable,http://example.com/productb.jpg,10.0,Clothing,SKU0652,True,0.07
ProductA,419.11,High quality,http://example.com/producta.jpg,6.0,Books,SKU0653,True,0.26
ProductE,200.45,Limited edition,http://example.com/producte.jpg,16.0,Electronics,SKU0654,False,0.22
ProductB,322.2,Durable,http://example.com/productb.jpg,27.0,Electronics,SKU0655,True,0.28
ProductD,263.93,Durable,http://example.com/productd.jpg,35.0,Electronics,SKU0656,True,0.27
ProductD,263.93,Durable,http://example.com/productd.jpg,35.0,Electronics,SKU0656,True,0.27
ProductE,367.11,Limited edition,http://example.com/producte.jpg,88.0,Books,SKU0657,False,0.3
ProductD,425.78,Durable,http://example.com/productd.jpg,83.0,Home,SKU0658,False,0.44
,,,,,,,,
ProductC,186.6,High quality,http://example.com/productc.jpg,78.0,Home,SKU0660,False,0.21
ProductA,39.2,Durable,http://example.com/producta.jpg,88.0,Home,SKU0661,True,0.16
,,,,,,,,
ProductC,105.57,Eco-friendly,http://example.com/productc.jpg,45.0,Home,SKU0663,True,0.45
ProductC,117.94,High quality,http://example.com/productc.jpg,50.0,Books,SKU0664,True,0.38
ProductD,430.79,Eco-friendly,http://example.com/productd.jpg,70.0,Clothing,SKU0665,True,0.14
ProductB,479.27,Popular item,http://example.com/productb.jpg,21.0,Clothing,SKU0666,False,0.27
ProductC,274.81,Limited edition,http://example.com/productc.jpg,59.0,Home,SKU0667,False,0.46
ProductC,421.34,Limited edition,http://example.com/productc.jpg,87.0,Books,SKU0668,True,0.38
ProductE,350.79,High quality,http://example.com/producte.jpg,93.0,Home,SKU0669,True,0.38
ProductC,92.73,Popular item,http://example.com/productc.jpg,91.0,Home,SKU0670,False,0.19
ProductC,118.51,Durable,http://example.com/productc.jpg,38.0,Clothing,SKU0671,True,0.15
ProductE,153.43,Popular item,http://example.com/producte.jpg,72.0,Clothing,SKU0672,True,0.28
ProductE,153.43,Popular item,http://example.com/producte.jpg,72.0,Clothing,SKU0672,True,0.28
ProductC,13.99,Durable,http://example.com/productc.jpg,27.0,Electronics,SKU0673,True,0.23
ProductD,183.13,Popular item,http://example.com/productd.jpg,38.0,Sports,SKU0674,True,0.27
ProductB,414.62,Eco-friendly,http://example.com/productb.jpg,43.0,Home,SKU0675,False,0.11
ProductE,485.11,Popular item,http://example.com/producte.jpg,8.0,Clothing,SKU0676,False,0.38
ProductE,485.11,Popular item,http://example.com/producte.jpg,8.0,Clothing,SKU0676,False,0.38
ProductB,231.77,Eco-friendly,http://example.com/productb.jpg,65.0,Clothing,SKU0677,False,0.11
ProductD,327.59,Popular item,http://example.com/productd.jpg,75.0,Home,SKU0678,False,0.3
ProductD,90.21,Limited edition,http://example.com/productd.jpg,77.0,Clothing,SKU0679,False,0.45
ProductD,57.19,High quality,http://example.com/productd.jpg,13.0,Clothing,SKU0680,True,0.14
ProductD,287.54,Limited edition,http://example.com/productd.jpg,79.0,Clothing,SKU0681,True,0.49
ProductD,370.66,Limited edition,http://example.com/productd.jpg,22.0,Home,SKU0682,True,0.34
ProductE,491.34,Eco-friendly,http://example.com/producte.jpg,67.0,Home,SKU0683,True,0.35
ProductA,465.98,Popular item,http://example.com/producta.jpg,31.0,Electronics,SKU0684,False,0.37
ProductA,342.26,Eco-friendly,http://example.com/producta.jpg,88.0,Home,SKU0685,False,0.41
ProductD,459.41,Durable,http://example.com/productd.jpg,23.0,Electronics,SKU0686,False,0.1
ProductD,462.11,Eco-friendly,http://example.com/productd.jpg,9.0,Sports,SKU0687,True,0.37
ProductC,145.4,Eco-friendly,http://example.com/productc.jpg,84.0,Clothing,SKU0688,True,0.33
ProductC,145.4,Eco-friendly,http://example.com/productc.jpg,84.0,Clothing,SKU0688,True,0.33
ProductB,463.0,Popular item,http://example.com/productb.jpg,100.0,Electronics,SKU0689,False,0.16
ProductA,352.07,Durable,http://example.com/producta.jpg,53.0,Sports,SKU0690,True,0.36
ProductA,20.19,Limited edition,http://example.com/producta.jpg,85.0,Clothing,SKU0691,False,0.04
ProductB,185.74,Popular item,http://example.com/productb.jpg,82.0,Books,SKU0692,True,0.34
ProductC,35.57,Eco-friendly,http://example.com/productc.jpg,33.0,Sports,SKU0693,False,0.09
ProductD,183.56,Limited edition,http://example.com/productd.jpg,77.0,Home,SKU0694,False,0.04
ProductC,113.01,Popular item,http://example.com/productc.jpg,46.0,Home,SKU0695,True,0.37
ProductB,176.49,High quality,http://example.com/productb.jpg,89.0,Books,SKU0696,True,0.3
ProductA,179.05,Popular item,http://example.com/producta.jpg,27.0,Books,SKU0697,False,0.04
ProductD,104.25,Durable,http://example.com/productd.jpg,45.0,Clothing,SKU0698,False,0.44
ProductB,492.65,Popular item,http://example.com/productb.jpg,86.0,Books,SKU0699,True,0.08
ProductA,157.83,Durable,http://example.com/producta.jpg,17.0,Home,SKU0700,False,0.11
ProductC,419.5,Popular item,http://example.com/productc.jpg,21.0,Electronics,SKU0701,False,0.25
,,,,,,,,
ProductB,332.19,Eco-friendly,http://example.com/productb.jpg,93.0,Sports,SKU0703,False,0.07
ProductC,51.93,High quality,http://example.com/productc.jpg,100.0,Clothing,SKU0704,True,0.09
ProductB,80.83,High quality,http://example.com/productb.jpg,28.0,Home,SKU0705,True,0.38
ProductE,435.71,Eco-friendly,http://example.com/producte.jpg,1.0,Clothing,SKU0706,True,0.44
ProductB,16.72,High quality,http://example.com/productb.jpg,80.0,Books,SKU0707,True,0.46
,,,,,,,,
ProductB,351.74,Limited edition,http://example.com/productb.jpg,24.0,Books,SKU0709,False,0.24
ProductB,351.74,Limited edition,http://example.com/productb.jpg,24.0,Books,SKU0709,False,0.24
ProductD,263.22,Durable,http://example.com/productd.jpg,46.0,Home,SKU0710,False,0.11
ProductC,53.97,Limited edition,http://example.com/productc.jpg,88.0,Home,SKU0711,True,0.15
ProductC,366.21,High quality,http://example.com/productc.jpg,90.0,Books,SKU0712,False,0.45
ProductB,95.81,Limited edition,http://example.com/productb.jpg,9.0,Clothing,SKU0713,False,0.25
ProductA,222.04,Eco-friendly,http://example.com/producta.jpg,82.0,Electronics,SKU0714,True,0.21
ProductA,114.42,Popular item,http://example.com/producta.jpg,6.0,Clothing,SKU0715,True,0.44
ProductB,306.66,Durable,http://example.com/productb.jpg,78.0,Sports,SKU0716,False,0.41
ProductB,448.26,Eco-friendly,http://example.com/productb.jpg,16.0,Sports,SKU0717,True,0.38
ProductB,448.26,Eco-friendly,http://example.com/productb.jpg,16.0,Sports,SKU0717,True,0.38
ProductC,445.1,Limited edition,http://example.com/productc.jpg,27.0,Sports,SKU0718,True,0.15
,,,,,,,,
ProductA,283.53,Limited edition,http://example.com/producta.jpg,100.0,Books,SKU0720,True,0.25
ProductA,283.53,Limited edition,http://example.com/producta.jpg,100.0,Books,SKU0720,True,0.25
ProductA,378.34,Popular item,http://example.com/producta.jpg,23.0,Home,SKU0721,False,0.31
ProductB,356.72,Limited edition,http://example.com/productb.jpg,40.0,Home,SKU0722,True,0.21
ProductB,146.51,Durable,http://example.com/productb.jpg,32.0,Sports,SKU0723,False,0.37
ProductB,310.12,Eco-friendly,http://example.com/productb.jpg,54.0,Home,SKU0724,False,0.13
ProductD,174.23,Eco-friendly,http://example.com/productd.jpg,92.0,Clothing,SKU0725,False,0.41
ProductC,203.87,Durable,http://example.com/productc.jpg,98.0,Books,SKU0726,True,0.38
ProductE,74.07,Popular item,http://example.com/producte.jpg,49.0,Clothing,SKU0727,True,0.16
ProductD,110.11,Durable,http://example.com/productd.jpg,99.0,Home,SKU0728,True,0.3
ProductD,110.11,Durable,http://example.com/productd.jpg,99.0,Home,SKU0728,True,0.3
ProductC,141.12,Durable,http://example.com/productc.jpg,41.0,Books,SKU0729,False,0.49
ProductD,47.23,High quality,http://example.com/productd.jpg,6.0,Books,SKU0730,False,0.01
ProductD,47.23,High quality,http://example.com/productd.jpg,6.0,Books,SKU0730,False,0.01
ProductB,65.16,Limited edition,http://example.com/productb.jpg,80.0,Home,SKU0731,True,0.49
ProductE,426.31,Durable,http://example.com/producte.jpg,58.0,Clothing,SKU0732,True,0.01
ProductE,208.56,Durable,http://example.com/producte.jpg,20.0,Sports,SKU0733,True,0.09
ProductE,354.78,Eco-friendly,http://example.com/producte.jpg,55.0,Sports,SKU0734,False,0.44
,,,,,,,,
ProductB,31.48,High quality,http://example.com/productb.jpg,64.0,Sports,SKU0736,True,0.36
ProductA,287.77,Limited edition,http://example.com/producta.jpg,19.0,Electronics,SKU0737,False,0.2
ProductA,320.6,Limited edition,http://example.com/producta.jpg,35.0,Electronics,SKU0738,True,0.25
ProductB,293.84,Limited edition,http://example.com/productb.jpg,51.0,Home,SKU0739,True,0.27
ProductC,134.5,Eco-friendly,http://example.com/productc.jpg,85.0,Clothing,SKU0740,True,0.09
ProductA,71.32,Limited edition,http://example.com/producta.jpg,93.0,Sports,SKU0741,True,0.19
ProductA,212.13,Limited edition,http://example.com/producta.jpg,19.0,Clothing,SKU0742,False,0.28
ProductC,200.33,Popular item,http://example.com/productc.jpg,51.0,Electronics,SKU0743,False,0.35
ProductD,157.41,Durable,http://example.com/productd.jpg,5.0,Home,SKU0744,False,0.22
ProductE,453.72,Popular item,http://example.com/producte.jpg,76.0,Books,SKU0745,False,0.49
ProductC,427.67,Eco-friendly,http://example.com/productc.jpg,4.0,Books,SKU0746,True,0.34
ProductE,44.75,Durable,http://example.com/producte.jpg,62.0,Sports,SKU0747,False,0.07
ProductE,44.75,Durable,http://example.com/producte.jpg,62.0,Sports,SKU0747,False,0.07
ProductB,233.2,High quality,http://example.com/productb.jpg,34.0,Clothing,SKU0748,True,0.35
ProductE,105.13,Limited edition,http://example.com/producte.jpg,43.0,Sports,SKU0749,True,0.37
ProductC,360.37,Limited edition,http://example.com/productc.jpg,63.0,Sports,SKU0750,True,0.48
ProductB,145.42,Popular item,http://example.com/productb.jpg,99.0,Books,SKU0751,True,0.04
ProductD,186.52,Durable,http://example.com/productd.jpg,13.0,Books,SKU0752,False,0.23
ProductD,96.41,High quality,http://example.com/productd.jpg,4.0,Clothing,SKU0753,True,0.12
ProductD,230.1,Eco-friendly,http://example.com/productd.jpg,65.0,Home,SKU0754,False,0.34
ProductC,476.56,High quality,http://example.com/productc.jpg,54.0,Home,SKU0755,False,0.13
ProductB,72.58,High quality,http://example.com/productb.jpg,38.0,Electronics,SKU0756,False,0.34
ProductA,423.02,Durable,http://example.com/producta.jpg,1.0,Clothing,SKU0757,False,0.17
ProductE,273.23,Popular item,http://example.com/producte.jpg,21.0,Books,SKU0758,False,0.08
ProductD,452.68,High quality,http://example.com/productd.jpg,29.0,Home,SKU0759,False,0.38
ProductC,495.11,Eco-friendly,http://example.com/productc.jpg,68.0,Sports,SKU0760,False,0.44
ProductA,116.33,Popular item,http://example.com/producta.jpg,12.0,Home,SKU0761,False,0.31
ProductA,116.33,Popular item,http://example.com/producta.jpg,12.0,Home,SKU0761,False,0.31
ProductE,128.45,Limited edition,http://example.com/producte.jpg,14.0,Home,SKU0762,False,0.36
ProductC,190.15,Popular item,http://example.com/productc.jpg,11.0,Books,SKU0763,True,0.12
ProductE,89.89,Durable,http://example.com/producte.jpg,74.0,Clothing,SKU0764,False,0.19
ProductD,373.99,Durable,http://example.com/productd.jpg,39.0,Books,SKU0765,False,0.01
ProductD,373.99,Durable,http://example.com/productd.jpg,39.0,Books,SKU0765,False,0.01
ProductD,356.22,Popular item,http://example.com/productd.jpg,47.0,Books,SKU0766,False,0.24
ProductB,115.52,Popular item,http://example.com/productb.jpg,58.0,Clothing,SKU0767,False,0.2
ProductB,463.35,Eco-friendly,http://example.com/productb.jpg,64.0,Electronics,SKU0768,True,0.44
,,,,,,,,
ProductC,379.87,Popular item,http://example.com/productc.jpg,6.0,Books,SKU0770,False,0.48
ProductD,198.2,Limited edition,http://example.com/productd.jpg,39.0,Books,SKU0771,False,0.35
ProductE,482.87,Durable,http://example.com/producte.jpg,27.0,Books,SKU0772,True,0.13
ProductB,365.02,Popular item,http://example.com/productb.jpg,74.0,Books,SKU0773,False,0.24
ProductD,101.92,Limited edition,http://example.com/productd.jpg,63.0,Sports,SKU0774,True,0.38
,,,,,,,,
ProductB,457.06,Popular item,http://example.com/productb.jpg,92.0,Home,SKU0776,True,0.31
ProductD,259.48,Popular item,http://example.com/productd.jpg,35.0,Books,SKU0777,False,0.17
ProductC,268.55,Eco-friendly,http://example.com/productc.jpg,89.0,Sports,SKU0778,True,0.01
,,,,,,,,
ProductB,233.66,Eco-friendly,http://example.com/productb.jpg,24.0,Clothing,SKU0780,True,0.12
ProductD,367.42,Popular item,http://example.com/productd.jpg,76.0,Books,SKU0781,True,0.15
ProductD,77.32,Durable,http://example.com/productd.jpg,61.0,Books,SKU0782,False,0.11
ProductB,77.9,Durable,http://example.com/productb.jpg,43.0,Clothing,SKU0783,True,0.22
ProductE,431.81,Limited edition,http://example.com/producte.jpg,68.0,Sports,SKU0784,True,0.26
ProductE,300.63,Popular item,http://example.com/producte.jpg,41.0,Home,SKU0785,True,0.42
ProductE,73.64,Durable,http://example.com/producte.jpg,78.0,Home,SKU0786,False,0.08
ProductE,73.64,Durable,http://example.com/producte.jpg,78.0,Home,SKU0786,False,0.08
ProductC,242.19,Limited edition,http://example.com/productc.jpg,15.0,Electronics,SKU0787,True,0.49
ProductA,95.9,Limited edition,http://example.com/producta.jpg,18.0,Electronics,SKU0788,False,0.41
ProductA,95.9,Limited edition,http://example.com/producta.jpg,18.0,Electronics,SKU0788,False,0.41
ProductA,244.22,Popular item,http://example.com/producta.jpg,27.0,Home,SKU0789,True,0.08
ProductA,244.22,Popular item,http://example.com/producta.jpg,27.0,Home,SKU0789,True,0.08
ProductA,54.41,Limited edition,http://example.com/producta.jpg,45.0,Books,SKU0790,True,0.39
ProductE,143.65,Popular item,http://example.com/producte.jpg,92.0,Sports,SKU0791,False,0.08
ProductB,313.05,Durable,http://example.com/productb.jpg,92.0,Books,SKU0792,False,0.03
ProductA,195.74,High quality,http://example.com/producta.jpg,46.0,Electronics,SKU0793,True,0.32
ProductE,188.91,Limited edition,http://example.com/producte.jpg,13.0,Clothing,SKU0794,False,0.12
ProductD,173.52,High quality,http://example.com/productd.jpg,55.0,Sports,SKU0795,True,0.43
ProductD,173.52,High quality,http://example.com/productd.jpg,55.0,Sports,SKU0795,True,0.43
ProductB,126.42,Durable,http://example.com/productb.jpg,29.0,Clothing,SKU0796,True,0.19
ProductB,386.92,Eco-friendly,http://example.com/productb.jpg,41.0,Clothing,SKU0797,False,0.16
ProductB,194.25,High quality,http://example.com/productb.jpg,79.0,Electronics,SKU0798,True,0.1
ProductB,194.25,High quality,http://example.com/productb.jpg,79.0,Electronics,SKU0798,True,0.1
ProductB,179.87,Limited edition,http://example.com/productb.jpg,61.0,Books,SKU0799,False,0.23
ProductC,106.0,Durable,http://example.com/productc.jpg,42.0,Sports,SKU0800,True,0.08
ProductB,108.78,Limited edition,http://example.com/productb.jpg,89.0,Electronics,SKU0801,False,0.46
ProductC,154.86,Durable,http://example.com/productc.jpg,68.0,Home,SKU0802,True,0.43
ProductC,268.65,High quality,http://example.com/productc.jpg,21.0,Home,SKU0803,True,0.16
ProductC,266.42,Popular item,http://example.com/productc.jpg,6.0,Books,SKU0804,False,0.04
ProductC,143.54,Eco-friendly,http://example.com/productc.jpg,84.0,Electronics,SKU0805,False,0.11
ProductD,321.62,High quality,http://example.com/productd.jpg,52.0,Sports,SKU0806,True,0.45
ProductB,203.07,Eco-friendly,http://example.com/productb.jpg,70.0,Home,SKU0807,False,0.32
ProductA,476.66,Popular item,http://example.com/producta.jpg,33.0,Clothing,SKU0808,True,0.0
ProductB,102.52,Limited edition,http://example.com/productb.jpg,80.0,Electronics,SKU0809,True,0.07
ProductC,137.07,Popular item,http://example.com/productc.jpg,48.0,Home,SKU0810,True,0.17
,,,,,,,,
ProductE,197.31,Eco-friendly,http://example.com/producte.jpg,24.0,Clothing,SKU0812,False,0.34
ProductE,197.31,Eco-friendly,http://example.com/producte.jpg,24.0,Clothing,SKU0812,False,0.34
,,,,,,,,
ProductB,47.24,Popular item,http://example.com/productb.jpg,94.0,Books,SKU0814,False,0.23
ProductD,153.85,Popular item,http://example.com/productd.jpg,48.0,Electronics,SKU0815,False,0.28
ProductA,52.59,Eco-friendly,http://example.com/producta.jpg,57.0,Books,SKU0816,False,0.13
ProductA,272.84,High quality,http://example.com/producta.jpg,71.0,Sports,SKU0817,False,0.44
ProductA,132.2,Limited edition,http://example.com/producta.jpg,10.0,Electronics,SKU0818,False,0.22
ProductA,340.73,Durable,http://example.com/producta.jpg,76.0,Electronics,SKU0819,False,0.09
ProductD,293.48,Durable,http://example.com/productd.jpg,1.0,Clothing,SKU0820,True,0.06
ProductA,399.28,Limited edition,http://example.com/producta.jpg,76.0,Clothing,SKU0821,False,0.31
ProductA,84.73,Limited edition,http://example.com/producta.jpg,22.0,Electronics,SKU0822,True,0.0
,,,,,,,,
ProductD,363.72,Popular item,http://example.com/productd.jpg,44.0,Clothing,SKU0824,True,0.35
ProductB,240.95,High quality,http://example.com/productb.jpg,69.0,Clothing,SKU0825,False,0.41
ProductB,243.57,Eco-friendly,http://example.com/productb.jpg,66.0,Sports,SKU0826,True,0.21
ProductE,364.11,High quality,http://example.com/producte.jpg,63.0,Sports,SKU0827,True,0.39
ProductA,329.04,Popular item,http://example.com/producta.jpg,40.0,Sports,SKU0828,False,0.13
ProductD,35.6,High quality,http://example.com/productd.jpg,79.0,Books,SKU0829,True,0.34
ProductD,35.6,High quality,http://example.com/productd.jpg,79.0,Books,SKU0829,True,0.34
ProductD,290.77,Durable,http://example.com/productd.jpg,53.0,Clothing,SKU0830,False,0.11
ProductD,432.44,Eco-friendly,http://example.com/productd.jpg,48.0,Books,SKU0831,True,0.15
ProductD,432.44,Eco-friendly,http://example.com/productd.jpg,48.0,Books,SKU0831,True,0.15
ProductC,364.8,Durable,http://example.com/productc.jpg,52.0,Clothing,SKU0832,False,0.33
ProductC,196.41,High quality,http://example.com/productc.jpg,53.0,Clothing,SKU0833,False,0.06
ProductC,196.41,High quality,http://example.com/productc.jpg,53.0,Clothing,SKU0833,False,0.06
ProductE,303.37,High quality,http://example.com/producte.jpg,40.0,Electronics,SKU0834,False,0.08
ProductE,303.37,High quality,http://example.com/producte.jpg,40.0,Electronics,SKU0834,False,0.08
ProductA,339.82,Eco-friendly,http://example.com/producta.jpg,5.0,Clothing,SKU0835,True,0.32
ProductD,292.0,Popular item,http://example.com/productd.jpg,13.0,Clothing,SKU0836,True,0.03
ProductA,438.75,High quality,http://example.com/producta.jpg,55.0,Books,SKU0837,False,0.26
,,,,,,,,
ProductE,106.4,Durable,http://example.com/producte.jpg,45.0,Books,SKU0839,True,0.07
ProductB,399.98,Popular item,http://example.com/productb.jpg,71.0,Books,SKU0840,False,0.18
ProductE,238.5,Durable,http://example.com/producte.jpg,3.0,Electronics,SKU0841,False,0.21
,,,,,,,,
,,,,,,,,
ProductA,212.67,High quality,http://example.com/producta.jpg,49.0,Sports,SKU0844,False,0.28
ProductB,121.82,Limited edition,http://example.com/productb.jpg,57.0,Sports,SKU0845,False,0.31
ProductC,13.43,Durable,http://example.com/productc.jpg,76.0,Electronics,SKU0846,True,0.11
ProductC,365.73,Limited edition,http://example.com/productc.jpg,52.0,Clothing,SKU0847,False,0.14
ProductC,466.72,Durable,http://example.com/productc.jpg,26.0,Clothing,SKU0848,False,0.08
ProductA,228.28,High quality,http://example.com/producta.jpg,3.0,Clothing,SKU0849,False,0.08
ProductA,350.11,Limited edition,http://example.com/producta.jpg,52.0,Sports,SKU0850,False,0.41
